Ward_No,WardName,AC_No,AC_Name,ward_area_km2,TotalPop,SC_Pop,Population_Density_per_km2,SC_Share,LST_mean_2015,LST_mean_2019,LST_mean_2022,LST_p90_2015,LST_p90_2019,LST_p90_2022,LST_change_2015_2019,LST_change_2019_2022,LST_change_2015_2022,NDVI_mean_2015,NDVI_mean_2019,NDVI_mean_2022,NDVI_p90_2015,NDVI_p90_2019,NDVI_p90_2022,NDVI_change_2015_2022,nearest_hospital_dist_km,hospitals_within_2km,hospitals_within_5km,hospital_beds_within_5km,nearest_cooling_center_dist_km,cooling_centers_within_1km,cooling_centers_within_2km,SEC_Total_Population,SEC_SC_Population,Population_Mapping_Coverage,N_PCA_Units,N_Direct_PCA_Units,N_Candidate_Split_Units,N_Manual_Review_Units,Mapping_Status,Provenance,NDVI_2022_mean,NDVI_2022_median,NDVI_2022_p10,NDVI_2022_p90,valid_ndvi_area_km2,NDVI_pct_valid,LST_2015_mean,LST_2015_median,LST_2015_p90,valid_lst_area_2015_km2,LST_2015_pct_valid,LST_2019_mean,LST_2019_median,LST_2019_p90,valid_lst_area_2019_km2,LST_2019_pct_valid,LST_2022_mean,LST_2022_median,LST_2022_p90,valid_lst_area_2022_km2,LST_2022_pct_valid,cooling_centers_temples_1km,cooling_centers_schools_1km,cooling_centers_govt_bldg_1km,LST_diff_2015_2022,NDVI_diff_2015_2022
58,SARASWATI VIHAR,15,SHAKUR BASTI,4.143324581340276,63630.0,3741.672942495578,15357.23276099626,0.0588035980275904,47.122004481455306,49.67092794503198,38.72022875455862,48.78249588198433,51.85070867755015,40.14033682589076,2.5489234635766707,-10.950699190473358,-8.401775726896688,0.2351035067715063,0.267120355786277,0.2687401927366253,0.3683200022066624,0.4226775917292535,0.4356487345331066,0.03363668596511901,10.17,0,0,0,9.22,0,0,63630,3390,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2687401927366253,0.248004197774801,0.1426759265750415,0.4356487345331066,4.137032165252088,99.84813122977314,47.122004481455306,47.02834866916853,48.78249588198433,4.137009500466019,99.84758421045028,49.67092794503198,49.407175033873614,51.85070867755015,4.137009500466019,99.84758421045028,38.72022875455862,38.6091425631785,40.14033682589076,4.137009500466019,99.84758421045028,0,0,0,-8.401775726896688,0.033636685965119
59,PASCHIM VIHAR,15,SHAKUR BASTI,3.160103278607586,67423.0,7190.392561543471,21335.69508832892,0.106645989670342,46.42836441727847,48.78754989447311,38.22951001953789,47.78152971489248,50.21678909352897,39.345837010729575,2.359185477194636,-10.558039874935218,-8.198854397740583,0.2305139797309304,0.2637456551322066,0.279929754039978,0.3603661872721772,0.4238297990766895,0.4429897889931327,0.04941577430904759,11.69,0,0,0,9.63,0,0,67423,7643,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.279929754039978,0.2556101589191165,0.1465862087607663,0.4429897889931327,3.1554833165807383,99.85380344819352,46.42836441727847,46.46757420602377,47.78152971489248,3.1553633174345124,99.85000613096535,48.78754989447311,48.971702690577615,50.21678909352897,3.1553633174345124,99.85000613096535,38.22951001953789,38.40803001170736,39.345837010729575,3.1553633174345124,99.85000613096535,0,0,0,-8.198854397740583,0.0494157743090475
60,RANI BAGH,15,SHAKUR BASTI,5.039281789970176,66602.0,5662.93449596095,13216.565926628637,0.0850264931377578,47.77784230621964,50.34294016375774,38.75533536383983,49.52985026000001,52.40450508549566,40.278946309051406,2.565097857538099,-11.587604799917903,-9.022506942379806,0.271142347838506,0.3009148604876632,0.3338120519045495,0.4032613000565599,0.4503007280764828,0.5094889991096424,0.0626697040660435,9.04,0,0,0,7.67,0,0,66602,5562,1.0,3,1,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3338120519045495,0.3381118664131958,0.1424234253346504,0.5094889991096424,5.031946325831508,99.85443433321652,47.77784230621964,47.78035269922013,49.52985026000001,5.031976193159759,99.85502702339532,50.34294016375774,50.344584628529226,52.40450508549566,5.031976193159759,99.85502702339532,38.75533536383983,38.782031387498215,40.278946309051406,5.031976193159759,99.85502702339532,0,0,0,-9.022506942379806,0.0626697040660435
61,KOHAT ENCLAVE,16,TRI NAGAR,2.677323709444533,66252.0,9934.452964339567,24745.606878349936,0.1499494802321374,46.64657619268634,48.97976065779498,38.5989251723204,47.828652780337045,50.84161492644856,39.64097871263159,2.333184465108637,-10.380835485474575,-8.04765102036594,0.1965649736407153,0.2319664512765013,0.2283839494931115,0.3312653892275208,0.4078568901973054,0.411497964841615,0.03181897585239621,7.09,0,0,0,6.18,0,0,66252,6349,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2283839494931115,0.1971148176344165,0.0994514907788651,0.411497964841615,2.673323627491191,99.85059401150367,46.64657619268634,46.66782657328425,47.828652780337045,2.6732403004030734,99.84748168377791,48.97976065779498,48.84370438445077,50.84161492644856,2.6732403004030734,99.84748168377791,38.5989251723204,38.611035603112725,39.64097871263159,2.6732403004030734,99.84748168377791,0,0,0,-8.04765102036594,0.0318189758523962
62,SHAKUR PUR,16,TRI NAGAR,2.523435076585947,71833.0,20560.47128548408,28466.35551138714,0.2862259864614325,48.08792778409122,51.01242953045867,39.922157318623086,49.82752815198728,53.35932655818997,41.76252296439194,2.924501746367447,-11.090272211835584,-8.165770465468135,0.1898633908737655,0.2179501532511951,0.2310172180194612,0.3019439453536743,0.3545975557102565,0.3925373556393823,0.04115382714569571,6.77,0,0,0,4.76,0,0,71833,25266,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2310172180194612,0.2008120675528334,0.1189363507547008,0.3925373556393823,2.51951422125268,99.84462230197056,48.08792778409122,48.20095686655108,49.82752815198728,2.51969310679022,99.85171127125687,51.01242953045867,51.046501690000014,53.35932655818997,2.51969310679022,99.85171127125687,39.922157318623086,39.92058603649313,41.76252296439194,2.51969310679022,99.85171127125687,0,0,0,-8.165770465468135,0.0411538271456957
63,TRI NAGAR,16,TRI NAGAR,1.4305476819455678,69013.0,3001.789172861613,48242.36260768408,0.0434959960132382,47.45647568044587,50.24442416905418,39.63634742626008,49.1074884375532,52.25230319000002,40.63626471292889,2.787948488608308,-10.608076742794095,-7.820128254185789,0.1480602456297711,0.1680531513596196,0.1687829554900215,0.2628040023617027,0.3149720873720272,0.3429985036402504,0.020722709860250405,6.5,0,0,0,3.43,0,0,69013,1914,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1687829554900215,0.1142183586801417,0.0910746462444379,0.3429985036402504,1.4285833223730953,99.8626847886817,47.45647568044587,47.36008403198123,49.1074884375532,1.4283321005059932,99.8451235518021,50.24442416905418,50.20408328543953,52.25230319000002,1.4283321005059932,99.8451235518021,39.63634742626008,39.73197775377661,40.63626471292889,1.4283321005059932,99.8451235518021,0,0,0,-7.820128254185789,0.0207227098602504
64,KESHAV PURAM,17,WAZIRPUR,2.809670355108801,65433.0,10538.37843447834,23288.49712957383,0.1610560181327212,47.425935389861486,49.82412777782998,39.147073971471066,50.64788460200002,54.09009212000002,42.10232659193366,2.3981923879684928,-10.677053806358913,-8.27886141839042,0.2124946826885398,0.2513531135652805,0.2653517135050817,0.3431845324650311,0.4080860902949008,0.4432908185333799,0.05285703081654189,5.01,0,0,0,3.65,0,0,65433,7237,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2653517135050817,0.2403824611996154,0.126968200528071,0.4432908185333799,2.805465657096593,99.85034906302931,47.425935389861486,46.71576071374135,50.64788460200002,2.8054329322347016,99.8491843405617,49.82412777782998,48.84232442317077,54.09009212000002,2.8054329322347016,99.8491843405617,39.147073971471066,38.533046848515255,42.10232659193366,2.8054329322347016,99.8491843405617,0,0,0,-8.27886141839042,0.0528570308165418
65,ASHOK VIHAR,17,WAZIRPUR,1.9415725805078088,39379.0,5832.908142836396,20282.01283605922,0.14812230231434,47.87472099598341,50.257436694989146,39.83775536243691,50.59534790412678,53.837504910000014,42.63911426336891,2.382715699005736,-10.419681332552235,-8.036965633546501,0.191251756934555,0.2181436827105024,0.226969689158736,0.3074029571212448,0.3700280651523707,0.4151323713372641,0.03571793222418099,3.95,0,0,0,2.98,0,0,55773,12206,0.7060584870815627,3,0,2,1,CONTAINS_MANUAL_REVIEW_UNITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.226969689158736,0.192226867004761,0.1143156665384696,0.4151323713372641,1.9385577140143908,99.84472038162848,47.87472099598341,47.15571489566928,50.59534790412678,1.938541209049958,99.84387029934987,50.257436694989146,49.40051877264232,53.837504910000014,1.938541209049958,99.84387029934987,39.83775536243691,39.20584105735103,42.63911426336891,1.938541209049958,99.84387029934987,0,0,0,-8.036965633546501,0.0357179322241809
66,WAZIR PUR,17,WAZIRPUR,2.8013497975176027,56441.0,18644.0,20147.787345234363,0.3303272443790861,46.16480965622802,48.036591061651485,38.080667796438576,47.4680643823252,49.42147892000004,39.324375879894745,1.8717814054234625,-9.95592326521291,-8.084141859789447,0.2641489372911237,0.3209453512904452,0.3312728599730516,0.383583174408218,0.4708312340205491,0.4981407272538277,0.0671239226819279,4.87,0,0,0,1.74,0,0,82941,25662,0.6804957741044839,2,1,0,1,CONTAINS_MANUAL_REVIEW_UNITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3312728599730516,0.3302843125351112,0.1661566737443863,0.4981407272538277,2.797179525164676,99.851133465852,46.16480965622802,46.15778531515186,47.4680643823252,2.797179785036812,99.85114274252768,48.036591061651485,48.107908966052655,49.42147892000004,2.797179785036812,99.85114274252768,38.080667796438576,38.14020386146552,39.324375879894745,2.797179785036812,99.85114274252768,0,0,0,-8.084141859789447,0.0671239226819279
67,SANGAM PARK,18,MODEL TOWN,0.9714170888643736,54854.0,17142.79205595094,56468.020409365636,0.3125167181235816,47.71903305038324,50.46447977597223,40.3885978500087,49.27615653323691,52.45362456800001,41.85677514000002,2.745446725588991,-10.075881925963529,-7.330435200374538,0.199315827953983,0.2362493330618509,0.2260367228998369,0.2973131371026259,0.3661545052400007,0.3616049648695213,0.02672089494585389,3.47,0,0,0,2.44,0,0,54854,23074,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2260367228998369,0.2000943002059635,0.1318844906235795,0.3616049648695213,0.9698385488721666,99.8375013153153,47.71903305038324,47.71413659989078,49.27615653323691,0.9697865597967404,99.83214943546656,50.46447977597223,50.46455018122903,52.45362456800001,0.9697865597967404,99.83214943546656,40.3885978500087,40.35933826629567,41.85677514000002,0.9697865597967404,99.83214943546656,0,0,0,-7.330435200374538,0.0267208949458538
68,MODEL TOWN,18,MODEL TOWN,3.5562701644486268,65907.0,10591.71573728795,18532.61899471532,0.1607069922358468,46.1966711436436,49.0313714327881,39.141981352067965,47.46415934355451,50.659332008864325,40.28119396903468,2.8347002891445,-9.889390080720132,-7.054689791575633,0.2134384779863629,0.2490822823206112,0.2526908262061649,0.3407905581676287,0.4086996113292562,0.4272289642231048,0.039252348219802,3.0,0,0,0,2.8,0,0,65907,7141,1.0,3,1,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2526908262061649,0.2207184442774157,0.1268972039119355,0.4272289642231048,3.551022569923309,99.85244106092452,46.1966711436436,46.28254778173699,47.46415934355451,3.550987922310145,99.8514667926164,49.0313714327881,49.09580589242273,50.659332008864325,3.550987922310145,99.8514667926164,39.141981352067965,39.22228560215108,40.28119396903468,3.550987922310145,99.8514667926164,0,0,0,-7.054689791575633,0.039252348219802
69,KAMLA NAGAR,18,MODEL TOWN,3.091610950888363,61009.0,9244.507941056738,19733.724899140136,0.15152695407328,45.74908052747552,48.26061564583896,38.63705587024505,47.15563496911668,49.91038305507044,39.95163124380452,2.51153511836344,-9.623559775593913,-7.112024657230471,0.2413165440852603,0.2859095142768179,0.2809649712730943,0.3878304817593939,0.4617650956876508,0.4665738417931488,0.039648427187833984,5.35,0,0,0,0.78,0,0,61009,6774,1.0,3,1,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2809649712730943,0.2679042616376109,0.1227773268264019,0.4665738417931488,3.0868351531733524,99.84552397468904,45.74908052747552,45.96857498484706,47.15563496911668,3.0868377635385547,99.8456084085083,48.26061564583896,48.41139159606045,49.91038305507044,3.0868377635385547,99.8456084085083,38.63705587024505,38.79557837634523,39.95163124380452,3.0868377635385547,99.8456084085083,0,0,0,-7.112024657230471,0.0396484271878339
70,SHASTRI NAGAR,19,SADAR BAZAR,2.0811699460752435,78483.0,10913.71441835787,37711.000078588724,0.1390583236924923,46.24959442029756,48.77745688665012,38.66769707287119,48.22331150186558,50.97310920500002,40.29359018698296,2.527862466352559,-10.109759813778927,-7.58189734742637,0.2138998928937723,0.2491416284993656,0.2467065914682752,0.3835799476997471,0.4552324615562848,0.4546965636228944,0.03280669857450291,6.08,0,0,0,1.3,0,0,78483,7232,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2467065914682752,0.2051825813304027,0.0996775575500832,0.4546965636228944,2.0780957393738984,99.85228468693089,46.24959442029756,46.53386061857583,48.22331150186558,2.0778793351110125,99.84188648454987,48.77745688665012,49.15597686182671,50.97310920500002,2.0778793351110125,99.84188648454987,38.66769707287119,38.79900329212932,40.29359018698296,2.0778793351110125,99.84188648454987,0,0,0,-7.58189734742637,0.0328066985745029
71,KISHAN GANJ,19,SADAR BAZAR,2.948080690466286,74022.0,17995.34305940374,25108.53934201246,0.2431080362514353,48.48072148953741,51.46803032676596,40.506760248846895,51.34237158551951,54.53075652351357,42.48241165923219,2.9873088372285537,-10.961270077919067,-7.973961240690514,0.187415048731315,0.2166741291676225,0.2182032081298831,0.2938602676788633,0.3549171872623655,0.3651296768131131,0.030788159398568105,6.0,0,0,0,1.38,0,0,74022,21251,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2182032081298831,0.1974939974625794,0.1074661506458403,0.3651296768131131,2.943401992488845,99.84129681414176,48.48072148953741,48.47108120798281,51.34237158551951,2.943655305715048,99.84988929354786,51.46803032676596,51.46958040021958,54.53075652351357,2.943655305715048,99.84988929354786,40.506760248846895,40.45359381480068,42.48241165923219,2.943655305715048,99.84988929354786,0,0,0,-7.973961240690514,0.0307881593985681
72,SADAR BAZAR,19,SADAR BAZAR,1.28512823165087,66050.0,11176.37982680407,51395.649378235554,0.1692108982105082,47.44761903665686,50.82464248949062,40.59238479189535,48.70325909000002,52.26153735693551,41.98667353696018,3.377023452833761,-10.232257697595273,-6.855234244761512,0.1611908583347044,0.1857790219722054,0.1811705244632483,0.2726929016099774,0.3211779323744663,0.3214060778774124,0.019979666128543905,4.04,0,0,0,2.16,0,0,66050,11501,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1811705244632483,0.1398414505718633,0.1005076038135619,0.3214060778774124,1.283178027235323,99.84824826289577,47.44761903665686,47.63837799981798,48.70325909000002,1.283232889004098,99.85251723523828,50.82464248949062,50.98095610550929,52.26153735693551,1.283232889004098,99.85251723523828,40.59238479189535,40.577708424961706,41.98667353696018,1.283232889004098,99.85251723523828,0,0,0,-6.855234244761512,0.0199796661285439
73,CIVIL LINES,20,CHANDNI CHOWK,6.250177870327971,55142.0,15927.45405879924,8822.468919129575,0.2888443302527881,44.22187055380202,46.73944363398063,37.73052977042059,46.53041936819662,49.43633512043317,39.84303376307627,2.517573080178608,-9.00891386356004,-6.491340783381432,0.3017297707624509,0.3494243141647439,0.3557616575321443,0.4325328117313754,0.505597787256574,0.5448895267976862,0.054031886769693394,4.97,0,0,0,2.62,0,0,55142,15510,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.3557616575321443,0.3574217054798004,0.1654828808345991,0.5448895267976862,6.241051237494254,99.85397803033663,44.22187055380202,44.5339531459268,46.53041936819662,6.241010027313112,99.8533186862028,46.73944363398063,47.18793041875045,49.43633512043317,6.241010027313112,99.8533186862028,37.73052977042059,38.03337336592174,39.84303376307627,6.241010027313112,99.8533186862028,0,0,0,-6.491340783381432,0.0540318867696933
74,CHANDNI CHOWK,20,CHANDNI CHOWK,5.341794617608786,51672.0,9244.012225785067,9673.153630741906,0.178897898780482,46.45330024185827,49.06350634348777,39.97598817877699,48.466520431438525,52.06466089295131,42.1576457820772,2.610206101629494,-9.08751816471078,-6.4773120630812855,0.2440979213394176,0.2920687912824533,0.2915453903768378,0.3857418886707641,0.4668099856072943,0.4745591057256894,0.0474474690374202,2.93,0,0,0,0.86,0,0,51672,10139,1.0,4,1,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2915453903768378,0.2870756967407337,0.111331623411536,0.4745591057256894,5.3340471154591205,99.85496443228786,46.45330024185827,46.97113178504576,48.466520431438525,5.33382220092462,99.85075396463418,49.06350634348777,49.6878724557936,52.06466089295131,5.33382220092462,99.85075396463418,39.97598817877699,40.40481050235856,42.1576457820772,5.33382220092462,99.85075396463418,0,0,0,-6.4773120630812855,0.0474474690374202
75,JAMA MASJID,20,CHANDNI CHOWK,0.6095426938587125,46051.0,2584.960596210259,75550.08117392722,0.0561325616427495,47.65197458021482,51.16524690847413,40.86620948496695,48.76779765329116,52.45328276600003,42.26575898358699,3.513272328259312,-10.29903742350718,-6.785765095247868,0.1512805860714207,0.1789251154872565,0.1786905088510742,0.2251197851884776,0.2900081134826468,0.313725998077537,0.02740992277965351,1.91,0,0,0,1.1,0,0,46051,2258,1.0,1,0,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1786905088510742,0.1426486267893419,0.104007604575757,0.313725998077537,0.6085065423361387,99.8300116574256,47.65197458021482,47.45026838349972,48.76779765329116,0.6086418497479604,99.85220984193096,51.16524690847413,50.98754055337432,52.45328276600003,0.6086418497479604,99.85220984193096,40.86620948496695,40.60459451936308,42.26575898358699,0.6086418497479604,99.85220984193096,0,0,0,-6.785765095247868,0.0274099227796535
76,CHANDANI MAHAL,21,MATIA MAHAL,0.6170199762555576,57067.0,2772.428064205964,92488.09146555729,0.0485819837069753,46.84862306950719,49.84010620447216,40.15813302347494,47.72935341300166,50.80003795650571,41.04549320972974,2.991483134964966,-9.681973180997218,-6.690490046032252,0.1660016297815372,0.1858028117120247,0.1777542332086774,0.2780476733112331,0.3230058170268826,0.3176126123732526,0.011752603427140185,1.08,0,0,0,1.43,0,0,57067,1745,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1777542332086774,0.1376344368234339,0.1006665221377878,0.3176126123732526,0.6159477828584556,99.8262303590868,46.84862306950719,47.01524687677821,47.72935341300166,0.6158480438450236,99.81006572629204,49.84010620447216,50.20163048235111,50.80003795650571,0.6158480438450236,99.81006572629204,40.15813302347494,40.26522884415043,41.04549320972974,0.6158480438450236,99.81006572629204,0,0,0,-6.690490046032252,0.0117526034271401
77,DELHI GATE,21,MATIA MAHAL,2.410918001390098,55397.0,11160.98036056562,22977.55459458138,0.2014726494316592,46.161650519447896,48.46891442170658,39.56554236658163,47.73395135838471,51.14125107336535,41.26429974345948,2.3072639022586827,-8.903372055124947,-6.596108152866265,0.2504624232554278,0.2905541399329528,0.2828658630259666,0.3564169612858562,0.4287305129075666,0.4234356839387111,0.03240343977053883,0.58,0,0,0,0.99,0,0,55397,16210,1.0,2,0,2,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.2828658630259666,0.2827840170708202,0.1307997836862167,0.4234356839387111,2.4072383009234244,99.8473734708293,46.161650519447896,46.01368303300104,47.73395135838471,2.4072584137118467,99.84820770859312,48.46891442170658,48.0784312093724,51.14125107336535,2.4072584137118467,99.84820770859312,39.56554236658163,39.32939944129059,41.26429974345948,2.4072584137118467,99.84820770859312,0,0,0,-6.596108152866265,0.0324034397705388
78,BAZAR SITA RAM,21,MATIA MAHAL,0.4441429488309404,57774.0,7469.441735587618,130079.74156084425,0.1292872526670755,47.52777702672816,50.96723827347655,40.93694373752589,48.309617119999984,51.83772997202728,41.66848662192773,3.439461246748394,-10.030294535950668,-6.590833289202273,0.1105830414859094,0.1204986757825237,0.1093303633606586,0.1280710925433559,0.1473924816303954,0.135461700716452,-0.001252678125250803,1.54,0,0,0,0.94,0,0,57774,3449,1.0,3,0,3,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1093303633606586,0.1021310831550491,0.0894403713384126,0.135461700716452,0.4435705120938166,99.8711143025842,47.52777702672816,47.49142858250002,48.309617119999984,0.4434259941047219,99.83857568197227,50.96723827347655,50.94658617089847,51.83772997202728,0.4434259941047219,99.83857568197227,40.93694373752589,40.88427724125002,41.66848662192773,0.4434259941047219,99.83857568197227,0,0,0,-6.590833289202273,-0.0012526781252508
79,BALLIMARAN,22,BALLIMARAN,1.034188451074721,23209.0,6019.069945704249,22441.75128418943,0.2593420632385819,47.661858354544805,50.903189489668975,41.1451194689777,48.50548751108436,51.91959487561856,41.72509437269129,3.2413311351241703,-9.758070020691278,-6.516738885567108,0.1347945260769037,0.1563489024440351,0.1432734064288696,0.2238903016102187,0.2804741878363285,0.2705544590624104,0.008478880351965895,1.98,0,0,0,1.01,0,0,58870,2747,0.3942415491761509,2,0,1,1,CONTAINS_MANUAL_REVIEW_UNITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1432734064288696,0.1080888090379106,0.0886561468568979,0.2705544590624104,1.0325055953314086,99.83727765074502,47.661858354544805,47.616500572603336,48.50548751108436,1.0324597663119446,99.83284625147574,50.903189489668975,50.830140071573695,51.91959487561856,1.0324597663119446,99.83284625147574,41.1451194689777,41.10151120399586,41.72509437269129,1.0324597663119446,99.83284625147574,0,0,0,-6.516738885567108,0.0084788803519658
80,RAM NAGAR,22,BALLIMARAN,0.817313392935646,69121.0,24881.33273074738,84570.98659760061,0.3599677772420448,47.09118958155902,50.67684372232417,40.56644850368688,47.86870934993445,51.63995938679633,41.194562661304346,3.5856541407651505,-10.110395218637294,-6.524741077872143,0.1525963377067975,0.1730661579205728,0.1676637507822342,0.231597051669844,0.2782259865244855,0.2781769250254887,0.015067413075436686,2.37,0,0,0,2.06,0,0,69121,30402,1.0,2,1,1,0,DIRECT_PLUS_CANDIDATE_SPLITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1676637507822342,0.1395228549701386,0.1042375293629777,0.2781769250254887,0.8160793282954201,99.8490096148072,47.09118958155902,46.985929328194445,47.86870934993445,0.8160105730942674,99.84059727240012,50.67684372232417,50.578103379887374,51.63995938679633,0.8160105730942674,99.84059727240012,40.56644850368688,40.52186107625346,41.194562661304346,0.8160105730942674,99.84059727240012,0,0,0,-6.524741077872143,0.0150674130754366
81,QURAISH NAGAR,22,BALLIMARAN,0.7420914247783003,58077.0,13458.59732354837,78261.24660765418,0.2317371304225145,47.20697141893816,50.62501889686694,40.525496957086204,48.667654715000026,52.38868973567824,41.83085682070177,3.4180474779287806,-10.099521939780736,-6.6814744618519555,0.1399122512101954,0.1607282561991296,0.1535264495969689,0.2160165098466858,0.2569218530363791,0.2551982287070657,0.013614198386773496,3.06,0,0,0,2.19,0,0,60053,13059,0.9670957321033088,3,0,2,1,CONTAINS_MANUAL_REVIEW_UNITS,2011 Census PCA linked to official 2022 Delhi ward delimitation. Direct PCA units receive full-value transfer. Split PCA units with passing population-share QA receive candidate population-proportional allocation. Unresolved/manual units are explicitly flagged.,0.1535264495969689,0.1240772342675748,0.0988211417465189,0.2551982287070657,0.7408917152176208,99.83833399489316,47.20697141893816,47.07996959208303,48.667654715000026,0.7410389866964907,99.85817945785804,50.62501889686694,50.58081668449199,52.38868973567824,0.7410389866964907,99.85817945785804,40.525496957086204,40.387278491026464,41.83085682070177,0.7410389866964907,99.85817945785804,0,0,0,-6.681474461851956,0.0136141983867734
